nb_data_points nb_test_data_points input_dim teacher_size student_size output_dim init_range batch_size nb_AH_layer2 nb_AH_layer1 nb_epochs learning_rate feedback_scale nb_init nonlinearity modification_type initialization_type
250 100 82 137 137 1 1 10 0 57 20000 0.1 1 10 lin col uniform
250 100 82 137 137 1 1 10 0 61 20000 0.1 1 10 lin col uniform
250 100 82 137 137 1 1 10 0 65 20000 0.1 1 10 lin col uniform
250 100 82 137 137 1 1 10 0 69 20000 0.1 1 10 lin col uniform
250 100 82 137 137 1 1 10 0 73 20000 0.1 1 10 lin col uniform
250 100 82 137 137 1 1 10 0 77 20000 0.1 1 10 lin col uniform
250 100 82 137 137 1 1 10 0 82 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 0 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 4 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 8 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 12 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 17 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 21 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 25 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 29 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 34 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 38 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 42 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 46 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 51 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 55 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 59 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 63 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 68 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 72 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 76 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 80 20000 0.1 1 10 lin col uniform
250 100 85 134 134 1 1 10 0 85 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 0 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 4 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 8 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 13 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 17 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 22 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 26 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 30 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 35 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 39 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 44 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 48 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 52 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 57 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 61 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 66 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 70 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 74 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 79 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 83 20000 0.1 1 10 lin col uniform
250 100 88 131 131 1 1 10 0 88 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 0 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 4 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 9 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 13 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 18 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 22 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 27 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 31 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 36 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 40 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 45 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 49 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 54 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 58 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 63 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 67 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 72 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 76 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 81 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 85 20000 0.1 1 10 lin col uniform
250 100 90 129 129 1 1 10 0 90 20000 0.1 1 10 lin col uniform
